1,1.0
2,2.0465664486191217
3,2.9983248273171497
4,3.6508127610527303
5,4.247032625115442
6,4.832816731052905
7,5.517178341011032
8,6.131122079636542
9,6.131647124160502
10,6.003350439808344
11,6.019349637073399
12,6.043259917004845
13,6.118921624341618
14,6.11568318984869
15,6.225217490112874
16,6.1900487981839545
17,6.169346514590242
18,6.25816213064043
19,6.241646650680644
20,6.200593676953432
21,6.2291130752279305
22,6.231913081896426
23,6.270302938461011
24,6.172315430043633
25,5.472688876318398
26,5.5915570170256546
27,5.7709599007773145
28,7.050807473079361
29,7.361350364111926
30,4.118372366366555
31,3.2364997612440574
32,3.3028899807913072
33,3.2935161244849316
34,3.3022974778893035
35,3.2960222540804303
36,3.2893350271081054
37,3.261914110513875
38,3.2787530134952276
39,3.289347924506329
40,3.2907299758712916
41,3.278980926468593
42,3.289235777374855
43,3.2894619596161854
44,3.2964666561449305
45,3.2869979343789004
46,3.2823349348136928
47,3.29337825341946
48,3.294146462745143
49,3.1167498276779506
50,3.146206003280073
