1,1.0
2,2.0695264731262712
3,2.9544673899763376
4,3.7469074892426955
5,4.359624369261528
6,5.060648852944635
7,5.716419232839505
8,6.2977576443087955
9,6.1954858389055545
10,6.376078864735665
11,6.160745392727792
12,6.254336748120744
13,6.123881276762078
14,6.495746002680843
15,6.075889908722365
16,5.77949798117326
17,5.990653370405602
18,6.22917300538571
19,6.2356295461924205
20,6.019715445460455
21,6.2276255295127
22,6.241404464136084
23,6.372520580380686
24,6.493964718636428
25,5.44825750063987
26,5.654984178220686
27,5.825522877703989
28,5.980946919436848
29,6.102411692166744
30,6.229241400411475
31,6.407676561785599
32,6.543653820904905
33,6.554007265219477
34,6.571334993450341
35,6.5701548900410005
36,6.5518108557773065
37,6.445487644556263
38,6.452961310147298
39,6.255713626547803
40,5.998048258767992
41,6.416640525657555
42,6.441101492658527
43,6.021676472342624
44,6.158900643693296
45,6.102660106181218
46,6.329149647932649
47,6.410166137870441
48,6.133085787458043
49,5.772340099861409
50,5.037951440302168
