1,1.0
2,2.02565812529265
3,2.9617726932538013
4,3.607498565163252
5,4.200139405235689
6,4.869333761468206
7,5.4687076889590145
8,6.101951959903882
9,3.843267327482114
10,4.444735350727933
11,4.731753635151463
12,4.966116668428823
13,5.240518661131019
14,5.5533851071920814
15,5.813991620076925
16,6.181343027806583
17,4.726540360105534
18,5.124561851706647
19,5.242278996386427
20,5.426789016516668
21,5.608779363778608
22,5.7806913750942694
23,5.912780829887438
24,6.621999934553567
25,5.262022129590409
26,5.4163360258275555
27,5.57014469452162
28,5.724764751715938
29,5.824230848960427
30,5.9687822407714135
31,6.092381071141007
32,6.2694863154827605
33,5.476530204942591
34,5.606166250813686
35,5.702209752351771
36,5.8130225607726596
37,5.911576064872663
38,6.018498035598483
39,6.1585569321071825
40,6.233643276596443
41,5.583348087150445
42,5.724654456937292
43,5.818461327482374
44,5.913492648851206
45,5.98980723338637
46,6.073948593350705
47,6.169465294585498
48,6.219730712364376
49,5.69935930291183
50,5.825433848147655
