1,1.0
2,1.7635244626748292
3,2.2636053327770678
4,2.6386063582577854
5,3.481731137766611
6,5.239907848999075
7,5.763376504687344
8,5.5360053626287575
9,6.177013899221924
10,6.487077679292731
11,6.529307776100001
12,6.437927650344628
13,6.595709848136416
14,6.411374770727731
15,6.442969288826789
16,6.292574329555955
17,5.817296875800305
18,6.479354472683065
19,6.464410367327026
20,6.462726047778214
21,6.584000558307617
22,6.276865655760464
23,6.377836851847867
24,8.53751755227832
25,8.564025985979622
26,8.161523984240626
27,8.27458470904548
28,8.636744573867658
29,8.26280371284127
30,8.430707670274868
31,8.617029175246893
32,8.720954310829983
33,8.554396210127186
34,8.52273749457749
35,7.936743089234977
36,7.953842943458592
37,8.601327647704197
38,8.762656081706876
39,8.47493167087071
40,8.386335238369039
41,8.21770925996073
42,8.472608285295172
43,8.461565381341776
44,8.247255555264223
45,8.303300437379447
46,8.262614848661904
47,8.259152519417437
48,8.24019621724075
49,8.528200001107262
50,8.608059087037208
